Order ID,Postman ID,Customer ID,"Delivery Address (Lat, Long)",Item Type,Booking Date,Delivery Date,Day of Week,Initial Time Slot,Modified Time Slot,Address Type,Delivery Outcome,Delivery Route Traffic Conditions,Weather Conditions
ORD3222,POST023,CUST223,"'25.812186486166354, -80.39765195940147'",ID-Card,2024-12-30,2025-01-09,4,5,,2,1,1,1
ORD3223,POST024,CUST224,"'25.581823412805484, -80.24728093133814'",Fragile-Items,2024-12-31,2025-01-06,1,3,,2,1,2,3
ORD3224,POST025,CUST225,"'25.74777521239449, -80.1185949865849'",ID-Card,2024-12-01,2024-12-12,4,1,,3,1,3,2
ORD3225,POST026,CUST226,"'25.728464831925752, -79.99584268475499'",Drivers-License,2024-12-02,2024-12-12,4,1,,2,1,1,1
ORD3226,POST027,CUST227,"'25.969231303315954, -80.38170207456044'",ID-Card,2024-12-03,2024-12-12,4,2,,1,1,2,3
ORD3227,POST028,CUST228,"'25.59267460879073, -80.30465559561821'",ID-Card,2024-12-04,2024-12-14,6,1,,2,1,3,2
ORD3228,POST029,CUST229,"'25.737796701672778, -80.07826266287134'",Passport,2024-12-05,2024-12-16,1,5,,1,1,1,1
ORD3229,POST030,CUST230,"'25.57327688868018, -80.19913389728575'",ID-Card,2024-12-06,2024-12-18,3,3,,1,1,2,3
ORD3230,POST031,CUST231,"'25.525647871987005, -80.29484814125168'",Drivers-License,2024-12-07,2024-12-16,1,1,,1,1,3,2
ORD3231,POST032,CUST232,"'25.778917939969787, -80.43740482622356'",Articles,2024-12-08,2024-12-13,5,1,,1,1,1,1
ORD3232,POST033,CUST233,"'25.754111407365265, -79.99940426201657'",Drivers-License,2024-12-09,2024-12-19,4,2,,1,1,2,3
ORD3233,POST034,CUST234,"'25.82259488749587, -80.26026609322116'",ID-Card,2024-12-10,2024-12-21,6,1,,2,1,3,2
ORD3234,POST035,CUST235,"'25.58384784688367, -80.41376387081621'",Passport,2024-12-11,2024-12-23,1,5,,2,1,1,1
ORD3235,POST036,CUST236,"'25.586706925499897, -80.24449363655107'",ID-Card,2024-12-12,2024-12-23,1,3,5.0,1,1,2,3
ORD3236,POST037,CUST237,"'25.70289960290121, -80.15788234438625'",ID-Card,2024-12-13,2024-12-26,4,1,,2,1,3,2
ORD3237,POST038,CUST238,"'25.88057060088731, -80.42739531550508'",ID-Card,2024-12-14,2024-12-23,1,1,,1,1,1,1
ORD3238,POST039,CUST239,"'25.745567317250558, -80.3397290198948'",Passport,2024-12-15,2024-12-26,4,2,,1,1,2,3
ORD3239,POST040,CUST240,"'25.877030245397684, -80.35439798432448'",ID-Card,2024-12-16,2024-12-28,6,1,,1,1,3,2
ORD3240,POST041,CUST241,"'25.693402523835406, -80.01370937322494'",Passport,2024-12-17,2024-12-30,1,1,,1,0,1,1
ORD3241,POST042,CUST242,"'25.669358487771767, -80.27555214394884'",Drivers-License,2024-12-18,2024-12-27,5,3,,1,1,2,3
ORD3242,POST043,CUST243,"'25.704784477213135, -80.00077699122829'",Passport,2024-12-19,2025-01-01,3,1,2.0,1,1,3,2
ORD3243,POST044,CUST244,"'25.85900602203053, -80.02132762610312'",ID-Card,2024-12-20,2024-12-30,1,1,5.0,1,1,1,1
ORD3244,POST045,CUST245,"'25.906091561082235, -80.43976756136628'",Drivers-License,2024-12-21,2024-12-31,2,2,1.0,1,1,2,3
ORD3245,POST046,CUST246,"'25.55038963401687, -79.96109741520101'",Passport,2024-12-22,2025-01-03,5,1,,2,0,3,2
ORD3246,POST047,CUST247,"'25.522123858045624, -80.36143902604273'",ID-Card,2024-12-23,2025-01-03,5,1,,1,1,1,1
ORD3247,POST048,CUST248,"'25.56703204557349, -80.0083215943076'",ID-Card,2024-12-24,2025-01-04,6,3,,1,0,2,3
ORD3248,POST049,CUST249,"'25.912999124719153, -80.12200896714053'",Passport,2024-12-25,2025-01-02,4,1,,1,1,3,2
ORD3249,POST050,CUST250,"'25.701926727363954, -79.97892635452799'",Drivers-License,2024-12-26,2025-01-06,1,1,,1,1,1,1
ORD3250,POST001,CUST251,"'25.6153688484569, -80.20120215644722'",ID-Card,2024-12-27,2025-01-04,6,2,,3,1,2,3
ORD3251,POST002,CUST252,"'25.97414637924902, -80.41871821378669'",Passport,2024-12-28,2025-01-09,4,1,,1,0,3,2
ORD3252,POST003,CUST253,"'25.817205006457236, -80.19919974132902'",Passport,2024-12-29,2025-01-09,4,5,,1,1,1,1
ORD3253,POST004,CUST254,"'26.008779616615996, -80.3822265431948'",Fragile-Items,2024-12-30,2025-01-04,6,3,,2,1,2,3
ORD3254,POST005,CUST255,"'25.852897868127094, -80.22782909113583'",Passport,2024-12-31,2025-01-10,5,1,,2,1,3,2
ORD3255,POST006,CUST256,"'25.924676203794718, -80.118539313597'",Passport,2024-12-01,2024-12-11,3,1,2.0,2,1,1,1
ORD3256,POST007,CUST257,"'25.875755540992827, -79.97164871456926'",ID-Card,2024-12-02,2024-12-10,2,2,,2,1,2,3
ORD3257,POST008,CUST258,"'25.890984519547857, -80.3922425935425'",ID-Card,2024-12-03,2024-12-14,6,1,,2,1,3,2
ORD3258,POST009,CUST259,"'25.92622549271467, -80.22791049238157'",Passport,2024-12-04,2024-12-13,5,5,,2,1,1,1
ORD3259,POST010,CUST260,"'25.590196453543204, -80.24842296215218'",ID-Card,2024-12-05,2024-12-17,2,3,,3,1,2,3
ORD3260,POST011,CUST261,"'25.816331617917626, -80.26056502889715'",Passport,2024-12-06,2024-12-16,1,1,,1,1,3,2
ORD3261,POST012,CUST262,"'25.8021272835512, -80.02953603021086'",Passport,2024-12-07,2024-12-16,1,1,,1,1,1,1
ORD3262,POST013,CUST263,"'25.950596647513247, -80.25012267143529'",ID-Card,2024-12-08,2024-12-16,1,2,,1,1,2,3
ORD3263,POST014,CUST264,"'25.912319445806194, -79.96267930047516'",ID-Card,2024-12-09,2024-12-19,4,1,,1,1,3,2
ORD3264,POST015,CUST265,"'25.57556840747318, -80.40626805879536'",ID-Card,2024-12-10,2024-12-18,3,5,,2,1,1,1
ORD3265,POST016,CUST266,"'25.648228719431238, -80.34147762805408'",ID-Card,2024-12-11,2024-12-21,6,3,,1,1,2,3
ORD3266,POST017,CUST267,"'25.766979494796168, -80.11700942718025'",ID-Card,2024-12-12,2024-12-21,6,1,,2,1,3,2
ORD3267,POST018,CUST268,"'25.841467630907513, -80.1895100817057'",ID-Card,2024-12-13,2024-12-23,1,1,,1,1,1,1
ORD3268,POST019,CUST269,"'25.542784935438505, -80.28459931875487'",Passport,2024-12-14,2024-12-23,1,2,,1,1,2,3
ORD3269,POST020,CUST270,"'25.70134072852483, -80.07680036962557'",ID-Card,2024-12-15,2024-12-23,1,1,,1,0,3,2
ORD3270,POST021,CUST271,"'25.896997204797213, -80.42814132177645'",ID-Card,2024-12-16,2024-12-27,5,5,,1,1,1,1
ORD3271,POST022,CUST272,"'25.706207378324574, -80.09944806970503'",ID-Card,2024-12-17,2024-12-30,1,3,,2,1,2,3
ORD3272,POST023,CUST273,"'25.901743168290277, -80.14804859340403'",Drivers-License,2024-12-18,2024-12-31,2,1,,1,1,3,2
ORD3273,POST024,CUST274,"'25.86313166440841, -80.41273097483979'",Drivers-License,2024-12-19,2024-12-30,1,1,,1,1,1,1
ORD3274,POST025,CUST275,"'25.759376313273574, -80.31608694289714'",ID-Card,2024-12-20,2025-01-01,3,2,,2,1,2,3
ORD3275,POST026,CUST276,"'25.53121617873982, -79.95242412819445'",Passport,2024-12-21,2025-01-01,3,1,,2,0,3,2
ORD3276,POST027,CUST277,"'25.79488524621302, -79.95220757469345'",ID-Card,2024-12-22,2025-01-02,4,5,,1,1,1,1
ORD3277,POST028,CUST278,"'25.716784660779204, -80.13634861688858'",ID-Card,2024-12-23,2025-01-04,6,3,,1,1,2,3
ORD3278,POST029,CUST279,"'25.585672481037655, -80.25938213085237'",Drivers-License,2024-12-24,2025-01-02,4,1,,3,1,3,2
ORD3279,POST030,CUST280,"'25.706599707522972, -79.95233125082996'",Drivers-License,2024-12-25,2025-01-03,5,1,,3,1,1,1
ORD3280,POST031,CUST281,"'25.978742582830233, -80.34656756455117'",ID-Card,2024-12-26,2025-01-03,5,2,,1,0,2,3
ORD3281,POST032,CUST282,"'25.897327547671633, -80.04086712577379'",Drivers-License,2024-12-27,2025-01-04,6,1,,1,1,3,2
ORD3282,POST033,CUST283,"'25.73888076990902, -80.2898968170634'",Drivers-License,2024-12-28,2025-01-06,1,1,,3,1,1,1
ORD3283,POST034,CUST284,"'25.642605780063203, -80.01631606367803'",ID-Card,2024-12-29,2025-01-09,4,3,,1,1,2,3
ORD3284,POST035,CUST285,"'25.576405582135042, -79.97345658403404'",ID-Card,2024-12-30,2025-01-07,2,1,,2,1,3,2
ORD3285,POST036,CUST286,"'25.604198539784342, -80.29588925721426'",ID-Card,2024-12-31,2025-01-08,3,1,,3,1,1,1
ORD3286,POST037,CUST287,"'25.917895012205086, -80.25093348134239'",Passport,2024-12-01,2024-12-10,2,2,,1,0,2,3
ORD3287,POST038,CUST288,"'25.789876668029887, -80.21558549518706'",ID-Card,2024-12-02,2024-12-13,5,1,,2,0,3,2
ORD3288,POST039,CUST289,"'25.797450321031636, -80.29397325188056'",Drivers-License,2024-12-03,2024-12-12,4,1,,1,1,1,1
ORD3289,POST040,CUST290,"'25.963442660874872, -80.38338482716118'",ID-Card,2024-12-04,2024-12-13,5,3,4.0,1,1,2,3
ORD3290,POST041,CUST291,"'25.862145214496767, -79.98450255583273'",ID-Card,2024-12-05,2024-12-13,5,1,5.0,1,1,3,2
ORD3291,POST042,CUST292,"'25.831714689389283, -80.24658600705061'",Drivers-License,2024-12-06,2024-12-17,2,1,,1,0,1,1
ORD3292,POST043,CUST293,"'25.873122088350794, -80.36608560637474'",ID-Card,2024-12-07,2024-12-18,3,2,,1,1,2,3
ORD3293,POST044,CUST294,"'25.997139476354725, -80.29105459395744'",ID-Card,2024-12-08,2024-12-16,1,1,,1,0,3,2
ORD3294,POST045,CUST295,"'25.85266386285305, -79.99177396923217'",ID-Card,2024-12-09,2024-12-18,3,5,,1,0,1,1
ORD3295,POST046,CUST296,"'25.67201646539645, -80.2411533141569'",ID-Card,2024-12-10,2024-12-21,6,3,,1,1,2,3
ORD3296,POST047,CUST297,"'25.736532728142052, -80.35450016901673'",Passport,2024-12-11,2024-12-23,1,1,,3,1,3,2
ORD3297,POST048,CUST298,"'25.960215039836257, -80.42788640918418'",Drivers-License,2024-12-12,2024-12-20,5,1,3.0,1,1,1,1
ORD3298,POST049,CUST299,"'25.876295372575708, -80.30841919159595'",Passport,2024-12-13,2024-12-24,2,2,,1,0,2,3
ORD3299,POST050,CUST300,"'25.567040071103207, -80.36894226317085'",ID-Card,2024-12-14,2024-12-27,5,1,,1,1,3,2
ORD3300,POST001,CUST001,"'25.881947383230038, -80.31621552493101'",ID-Card,2024-12-15,2024-12-24,2,5,,2,1,1,1
ORD3301,POST002,CUST002,"'25.577852286442234, -80.28724591390761'",ID-Card,2024-12-16,2024-12-28,6,3,2.0,1,1,2,3
ORD3302,POST003,CUST003,"'25.8508362129033, -80.39515493318248'",Drivers-License,2024-12-17,2024-12-26,4,1,,2,1,3,2
ORD3303,POST004,CUST004,"'25.848476564551515, -80.14747034092584'",ID-Card,2024-12-18,2024-12-31,2,1,,2,1,1,1
ORD3304,POST005,CUST005,"'25.62318358620679, -80.21477856384043'",ID-Card,2024-12-19,2024-12-28,6,2,,1,1,2,3
ORD3305,POST006,CUST006,"'25.791151647559882, -79.96852667916716'",Passport,2024-12-20,2024-12-31,2,1,,3,1,3,2
ORD3306,POST007,CUST007,"'25.808335013629865, -80.19581810106129'",Passport,2024-12-21,2025-01-03,5,5,,1,1,1,1
ORD3307,POST008,CUST008,"'25.761282786279313, -80.44018006493269'",Drivers-License,2024-12-22,2025-01-01,3,3,,1,1,2,3
ORD3308,POST009,CUST009,"'25.960305262012945, -80.43776878373787'",ID-Card,2024-12-23,2025-01-04,6,1,,1,1,3,2
ORD3309,POST010,CUST010,"'25.55533809442236, -80.2794671835924'",Articles,2024-12-24,2025-01-02,4,1,,1,1,1,1
ORD3310,POST011,CUST011,"'25.696133173719648, -80.19852803525136'",Drivers-License,2024-12-25,2025-01-03,5,2,,1,1,2,3
ORD3311,POST012,CUST012,"'25.552529081443858, -80.40661486452528'",ID-Card,2024-12-26,2025-01-04,6,1,,1,1,3,2
ORD3312,POST013,CUST013,"'25.586528086200374, -80.19028279513816'",Drivers-License,2024-12-27,2025-01-07,2,5,,3,1,1,1
ORD3313,POST014,CUST014,"'25.656591738677744, -80.28995307774188'",Drivers-License,2024-12-28,2025-01-07,2,3,,1,1,2,3
ORD3314,POST015,CUST015,"'25.868711194673253, -80.37019238619295'",Passport,2024-12-29,2025-01-08,3,1,,1,1,3,2
ORD3315,POST016,CUST016,"'25.96704856231692, -79.97203883519423'",Drivers-License,2024-12-30,2025-01-08,3,1,,2,0,1,1
ORD3316,POST017,CUST017,"'25.519061971292395, -80.3483727685219'",Drivers-License,2024-12-31,2025-01-09,4,2,5.0,2,1,2,3
ORD3317,POST018,CUST018,"'25.51340463339704, -79.97953414805089'",ID-Card,2024-12-01,2024-12-09,1,1,,2,1,3,2
ORD3318,POST019,CUST019,"'25.90138253046893, -80.14915838111044'",ID-Card,2024-12-02,2024-12-12,4,5,,1,1,1,1
ORD3319,POST020,CUST020,"'25.864653879447783, -80.42276173214056'",Passport,2024-12-03,2024-12-12,4,3,,1,1,2,3
ORD3320,POST021,CUST021,"'25.59605843561624, -80.15457027811462'",ID-Card,2024-12-04,2024-12-16,1,1,,2,0,3,2
ORD3321,POST022,CUST022,"'25.678191756714163, -80.30551969028134'",Articles,2024-12-05,2024-12-13,5,1,,1,1,1,1
ORD3322,POST023,CUST023,"'25.75885994249322, -80.11539060701868'",ID-Card,2024-12-06,2024-12-18,3,2,,3,1,2,3
ORD3323,POST024,CUST024,"'25.601438524912663, -80.09952338566266'",Drivers-License,2024-12-07,2024-12-17,2,1,,1,1,3,2
ORD3324,POST025,CUST025,"'25.932226714588722, -80.15943507857338'",ID-Card,2024-12-08,2024-12-17,2,1,,3,1,1,1
ORD3325,POST026,CUST026,"'25.749443408984153, -80.29213340093459'",Passport,2024-12-09,2024-12-19,4,3,,3,1,2,3
ORD3326,POST027,CUST027,"'25.68229450391715, -79.99237064659225'",Drivers-License,2024-12-10,2024-12-19,4,1,,1,0,3,2
ORD3327,POST028,CUST028,"'25.978880043026585, -80.23086927143767'",Passport,2024-12-11,2024-12-23,1,1,,1,0,1,1
ORD3328,POST029,CUST029,"'25.75234202825942, -79.95785700624123'",ID-Card,2024-12-12,2024-12-20,5,2,,1,1,2,3
ORD3329,POST030,CUST030,"'25.833473108699604, -80.28392404261606'",Drivers-License,2024-12-13,2024-12-21,6,1,,1,1,3,2
ORD3330,POST031,CUST031,"'25.56626244542089, -80.0624180273655'",Letters,2024-12-14,2024-12-20,5,1,,3,1,1,1
ORD3331,POST032,CUST032,"'25.790402528159635, -80.07921198288433'",ID-Card,2024-12-15,2024-12-23,1,3,,1,1,2,3
ORD3332,POST033,CUST033,"'26.002550311247862, -80.42015288897501'",Drivers-License,2024-12-16,2024-12-24,2,1,,2,1,3,2
ORD3333,POST034,CUST034,"'25.755403201256577, -80.38243607153642'",Drivers-License,2024-12-17,2024-12-30,1,1,,1,1,1,1
ORD3334,POST035,CUST035,"'25.641370900424175, -80.3005363960374'",ID-Card,2024-12-18,2024-12-28,6,2,,2,0,2,3
ORD3335,POST036,CUST036,"'25.644166292214106, -79.96578273291992'",Drivers-License,2024-12-19,2024-12-28,6,1,,2,1,3,2
ORD3336,POST037,CUST037,"'25.69587958020842, -80.08550434832586'",ID-Card,2024-12-20,2025-01-01,3,5,,1,1,1,1
ORD3337,POST038,CUST038,"'26.002731024579646, -80.2610738678129'",Drivers-License,2024-12-21,2025-01-03,5,3,,1,1,2,3
ORD3338,POST039,CUST039,"'25.759723628667523, -80.37632093078712'",ID-Card,2024-12-22,2025-01-02,4,1,,1,1,3,2
ORD3339,POST040,CUST040,"'25.56978766811988, -80.08675614969525'",Drivers-License,2024-12-23,2025-01-04,6,1,,1,1,1,1
ORD3340,POST041,CUST041,"'25.62371998528373, -80.07841867921786'",ID-Card,2024-12-24,2025-01-06,1,2,,1,1,2,3
ORD3341,POST042,CUST042,"'26.010312922256976, -80.01343444061666'",Passport,2024-12-25,2025-01-02,4,1,,1,0,3,2
ORD3342,POST043,CUST043,"'25.99817115560367, -80.14130601402796'",ID-Card,2024-12-26,2025-01-03,5,5,,2,0,1,1
ORD3343,POST044,CUST044,"'25.83242079775668, -79.97544337367349'",Passport,2024-12-27,2025-01-08,3,3,,2,1,2,3
ORD3344,POST045,CUST045,"'25.683501087955243, -80.3184850283148'",ID-Card,2024-12-28,2025-01-08,3,1,,1,1,3,2
ORD3345,POST046,CUST046,"'25.92194822580521, -80.41984633410911'",ID-Card,2024-12-29,2025-01-06,1,1,,1,1,1,1
ORD3346,POST047,CUST047,"'25.963969837939732, -80.35781310007606'",Passport,2024-12-30,2025-01-10,5,2,,1,1,2,3
ORD3347,POST048,CUST048,"'25.67390881389407, -80.33044213893793'",ID-Card,2024-12-31,2025-01-10,5,1,,1,1,3,2
ORD3348,POST049,CUST049,"'25.973786077186976, -80.10349805388341'",ID-Card,2024-12-01,2024-12-10,2,5,,1,1,1,1
ORD3349,POST050,CUST050,"'25.682731825600186, -80.14431283593571'",ID-Card,2024-12-02,2024-12-11,3,3,,1,1,2,3
ORD3350,POST001,CUST051,"'25.92599261026743, -80.09270378793637'",Drivers-License,2024-12-03,2024-12-13,5,1,,1,1,3,2
ORD3351,POST002,CUST052,"'25.88402907761227, -80.29904469654329'",ID-Card,2024-12-04,2024-12-14,6,1,,2,1,1,1
ORD3352,POST003,CUST053,"'25.957682075218155, -80.08293600112276'",ID-Card,2024-12-05,2024-12-14,6,2,,1,1,2,3
ORD3353,POST004,CUST054,"'25.856188059082218, -80.088571418123'",Drivers-License,2024-12-06,2024-12-17,2,1,,2,1,3,2
ORD3354,POST005,CUST055,"'25.881721712717383, -80.20274352483067'",ID-Card,2024-12-07,2024-12-16,1,5,,1,0,1,1
ORD3355,POST006,CUST056,"'25.617085746827577, -80.23940773856931'",Drivers-License,2024-12-08,2024-12-17,2,3,,1,1,2,3
ORD3356,POST007,CUST057,"'25.690139200429105, -80.31487260330006'",Passport,2024-12-09,2024-12-17,2,1,,1,1,3,2
ORD3357,POST008,CUST058,"'25.978536509773125, -80.42059624845697'",ID-Card,2024-12-10,2024-12-18,3,1,,1,1,1,1
ORD3358,POST009,CUST059,"'25.75460724223014, -80.08859354411118'",Drivers-License,2024-12-11,2024-12-21,6,2,,1,1,2,3
ORD3359,POST010,CUST060,"'25.763838923732187, -80.09025853377955'",Drivers-License,2024-12-12,2024-12-21,6,1,,2,1,3,2
ORD3360,POST011,CUST061,"'25.827967885289503, -80.23425558271533'",ID-Card,2024-12-13,2024-12-23,1,5,,1,1,1,1
ORD3361,POST012,CUST062,"'25.826905659586743, -80.16329736708136'",ID-Card,2024-12-14,2024-12-26,4,3,,1,1,2,3
ORD3362,POST013,CUST063,"'25.87430389390338, -79.98385799568565'",Passport,2024-12-15,2024-12-26,4,1,,1,1,3,2
ORD3363,POST014,CUST064,"'25.935544083948773, -80.19675553453732'",Passport,2024-12-16,2024-12-28,6,1,,1,1,1,1
ORD3364,POST015,CUST065,"'25.544464090296547, -80.35237918450618'",ID-Card,2024-12-17,2024-12-26,4,2,,2,1,2,3
ORD3365,POST016,CUST066,"'26.006742401210843, -80.30734769870458'",ID-Card,2024-12-18,2024-12-31,2,1,,1,1,3,2
ORD3366,POST017,CUST067,"'25.890437651547586, -79.94235854901669'",Passport,2024-12-19,2024-12-30,1,1,,1,1,1,1
ORD3367,POST018,CUST068,"'25.572068314095837, -80.35670388369864'",Fragile-Items,2024-12-20,2024-12-27,5,3,,1,1,2,3
ORD3368,POST019,CUST069,"'25.80825170094278, -80.18251885328135'",ID-Card,2024-12-21,2025-01-01,3,1,,1,1,3,2
ORD3369,POST020,CUST070,"'25.584444048601252, -79.9719993798518'",Drivers-License,2024-12-22,2025-01-02,4,1,,1,0,1,1
ORD3370,POST021,CUST071,"'25.53960580320468, -80.40909555350073'",ID-Card,2024-12-23,2025-01-03,5,2,,1,1,2,3
ORD3371,POST022,CUST072,"'25.53733597043563, -80.4291535045968'",ID-Card,2024-12-24,2025-01-04,6,1,,1,1,3,2
ORD3372,POST023,CUST073,"'25.90373752342851, -80.29702914085438'",ID-Card,2024-12-25,2025-01-02,4,1,,2,1,1,1
ORD3373,POST024,CUST074,"'25.579963430359467, -80.38240197268361'",Passport,2024-12-26,2025-01-04,6,3,,2,1,2,3
ORD3374,POST025,CUST075,"'25.752842271893275, -80.28885966668079'",Drivers-License,2024-12-27,2025-01-06,1,1,,1,0,3,2
ORD3375,POST026,CUST076,"'25.661298386261414, -80.04715690775376'",Drivers-License,2024-12-28,2025-01-07,2,1,,1,1,1,1
ORD3376,POST027,CUST077,"'25.571138149717235, -80.34472172332445'",Drivers-License,2024-12-29,2025-01-07,2,2,,1,0,2,3
ORD3377,POST028,CUST078,"'25.87512472933848, -80.1283374984332'",Passport,2024-12-30,2025-01-08,3,1,2.0,1,1,3,2
ORD3378,POST029,CUST079,"'25.626661699782975, -80.04856086311858'",ID-Card,2024-12-31,2025-01-11,6,5,,3,0,1,1
ORD3379,POST030,CUST080,"'25.89778710500996, -80.30070922193609'",Drivers-License,2024-12-01,2024-12-10,2,3,,1,0,2,3
ORD3380,POST031,CUST081,"'25.555692152203374, -80.12662292365866'",Passport,2024-12-02,2024-12-12,4,1,2.0,1,1,3,2
ORD3381,POST032,CUST082,"'25.888939793827927, -80.31601802561579'",Drivers-License,2024-12-03,2024-12-11,3,1,,1,1,1,1
ORD3382,POST033,CUST083,"'25.682268270318673, -80.31372303791349'",ID-Card,2024-12-04,2024-12-16,1,2,,1,0,2,3
ORD3383,POST034,CUST084,"'25.900127894429815, -80.02153356246224'",Passport,2024-12-05,2024-12-13,5,1,,2,1,3,2
ORD3384,POST035,CUST085,"'25.81803590916943, -80.12280322032132'",Passport,2024-12-06,2024-12-18,3,5,,2,1,1,1
ORD3385,POST036,CUST086,"'25.902574701573478, -80.02830723306364'",ID-Card,2024-12-07,2024-12-16,1,3,,2,1,2,3
ORD3386,POST037,CUST087,"'25.91174950679898, -80.1620322852869'",ID-Card,2024-12-08,2024-12-16,1,1,,2,1,3,2
ORD3387,POST038,CUST088,"'25.588914215148044, -80.12445245146326'",Drivers-License,2024-12-09,2024-12-20,5,1,,2,1,1,1
ORD3388,POST039,CUST089,"'25.855952630829634, -80.42492288307217'",ID-Card,2024-12-10,2024-12-21,6,2,,2,1,2,3
ORD3389,POST040,CUST090,"'25.78219144838012, -79.99128955252813'",ID-Card,2024-12-11,2024-12-21,6,1,,1,1,3,2
ORD3390,POST041,CUST091,"'25.71062636630233, -80.22144518600722'",ID-Card,2024-12-12,2024-12-20,5,5,,2,1,1,1
ORD3391,POST042,CUST092,"'25.645794852440478, -80.05763618000437'",Drivers-License,2024-12-13,2024-12-23,1,3,,1,1,2,3
ORD3392,POST043,CUST093,"'25.56610283785391, -80.11648767399086'",ID-Card,2024-12-14,2024-12-23,1,1,,1,1,3,2
ORD3393,POST044,CUST094,"'25.54539978908059, -79.98157970769492'",ID-Card,2024-12-15,2024-12-24,2,1,,1,1,1,1
ORD3394,POST045,CUST095,"'25.603322785729123, -80.30297116297461'",ID-Card,2024-12-16,2024-12-28,6,2,,1,0,2,3
ORD3395,POST046,CUST096,"'25.9633126525466, -80.44145316707268'",Passport,2024-12-17,2024-12-26,4,1,,1,1,3,2
ORD3396,POST047,CUST097,"'25.780689904735596, -80.03992780827687'",ID-Card,2024-12-18,2024-12-27,5,5,,1,1,1,1
ORD3397,POST048,CUST098,"'25.69877771719515, -80.33404479315344'",ID-Card,2024-12-19,2024-12-30,1,3,,1,1,2,3
ORD3398,POST049,CUST099,"'25.82307077323606, -80.35919340415491'",Drivers-License,2024-12-20,2025-01-02,4,1,,1,1,3,2
ORD3399,POST050,CUST100,"'25.58225717455891, -80.28456052575561'",ID-Card,2024-12-21,2025-01-01,3,1,,1,1,1,1
ORD3400,POST001,CUST101,"'25.767561294711513, -80.30807816980365'",ID-Card,2024-12-22,2025-01-02,4,2,,2,0,2,3
ORD3401,POST002,CUST102,"'25.628816822155247, -80.06939006513765'",Passport,2024-12-23,2025-01-02,4,1,,2,1,3,2
ORD3402,POST003,CUST103,"'25.54871258438121, -79.96190840051679'",ID-Card,2024-12-24,2025-01-06,1,5,,2,1,1,1
ORD3403,POST004,CUST104,"'25.814078368952366, -80.02892867459441'",Passport,2024-12-25,2025-01-02,4,3,,1,1,2,3
ORD3404,POST005,CUST105,"'25.77900295820818, -80.33925287828087'",Drivers-License,2024-12-26,2025-01-03,5,1,,1,1,3,2
ORD3405,POST006,CUST106,"'25.74017462736528, -80.35763748271259'",ID-Card,2024-12-27,2025-01-04,6,1,,3,0,1,1
ORD3406,POST007,CUST107,"'25.75918133414645, -79.9454435891505'",Passport,2024-12-28,2025-01-06,1,2,,3,1,2,3
ORD3407,POST008,CUST108,"'25.956804226829863, -80.17082924240543'",Drivers-License,2024-12-29,2025-01-06,1,1,,2,1,3,2
ORD3408,POST009,CUST109,"'25.858130314368957, -79.95476664432135'",Drivers-License,2024-12-30,2025-01-07,2,1,,3,1,1,1
ORD3409,POST010,CUST110,"'25.626197236357577, -80.41045150029588'",Passport,2024-12-31,2025-01-09,4,3,,1,1,2,3
ORD3410,POST011,CUST111,"'25.9860576529757, -80.26037275996816'",Drivers-License,2024-12-01,2024-12-10,2,1,,1,1,3,2
ORD3411,POST012,CUST112,"'25.990469258655853, -80.18670127956571'",ID-Card,2024-12-02,2024-12-11,3,1,,3,1,1,1
ORD3412,POST013,CUST113,"'25.83898997972147, -80.07824749650972'",Drivers-License,2024-12-03,2024-12-14,6,2,,3,1,2,3
ORD3413,POST014,CUST114,"'25.79408296033019, -80.17998481353125'",ID-Card,2024-12-04,2024-12-12,4,1,,1,1,3,2
ORD3414,POST015,CUST115,"'25.74840564151776, -80.17631029637701'",ID-Card,2024-12-05,2024-12-16,1,1,,2,1,1,1
ORD3415,POST016,CUST116,"'25.753631382099012, -80.01236278600781'",ID-Card,2024-12-06,2024-12-18,3,3,,2,1,2,3
ORD3416,POST017,CUST117,"'25.619648738766774, -80.05840764259536'",Drivers-License,2024-12-07,2024-12-19,4,1,,1,1,3,2
ORD3417,POST018,CUST118,"'25.520554680949058, -80.13424372132258'",Passport,2024-12-08,2024-12-19,4,1,,1,1,1,1
ORD3418,POST019,CUST119,"'25.73708599498855, -80.32283933872232'",ID-Card,2024-12-09,2024-12-19,4,2,,1,1,2,3
ORD3419,POST020,CUST120,"'25.953351174125487, -80.42863946533478'",ID-Card,2024-12-10,2024-12-19,4,1,,1,1,3,2
ORD3420,POST021,CUST121,"'26.00961795792198, -80.30402369868101'",ID-Card,2024-12-11,2024-12-19,4,5,,1,0,1,1
ORD3421,POST022,CUST122,"'25.866178167756892, -80.09186583261959'",Passport,2024-12-12,2024-12-23,1,3,,3,0,2,3
ORD3422,POST023,CUST123,"'25.960226453221708, -80.13102394210468'",Passport,2024-12-13,2024-12-26,4,1,,1,1,3,2
ORD3423,POST024,CUST124,"'25.81510404932975, -79.97715701684184'",Drivers-License,2024-12-14,2024-12-26,4,1,,1,1,1,1
ORD3424,POST025,CUST125,"'25.772415468435682, -80.36358708580075'",ID-Card,2024-12-15,2024-12-27,5,2,,1,0,2,3
ORD3425,POST026,CUST126,"'25.968146169148792, -79.96910693800743'",Passport,2024-12-16,2024-12-24,2,1,,1,0,3,2
